file	model	alpha	rate	ci_lower	ci_upper	n_variants
regenie_step2.eur.p_0.2_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.2_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.05	0.0442217999654517	0.0389257623046135	0.04951783762629	5789
regenie_step2.eur.p_0.2_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.01	0.00760062186906202	0.00536333279486814	0.00983791094325589	5789
regenie_step2.eur.p_0.2_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.001	0.000690965624460183	0.0000140532953268634	0.0013678779535935	5789
regenie_step2.eur.p_0.2_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.2_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.2_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.05	0.0443945413715668	0.0390886495108281	0.0497004332323055	5789
regenie_step2.eur.p_0.2_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.01	0.00777336327517706	0.00551099022102608	0.010035736329328	5789
regenie_step2.eur.p_0.2_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.001	0.000518224218345137	0	0.00110449815684584	5789
regenie_step2.eur.p_0.2_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.2_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.05	0.0533770944895491	0.0475865384900265	0.0591676504890718	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.01	0.0108827085852479	0.00821003024814654	0.0135553869223492	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.001	0.00172741406115046	0.00065767687192138	0.00279715125037954	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.0001	0.000345482812230092	0	0.00082421484300216	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.05	0.0507859733978235	0.0451299882470665	0.0564419585485805	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.01	0.0100190015546727	0.00745345471525673	0.0125845483940886	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.001	0.00120918984280532	0.000313951219547245	0.0021044284660634	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.0001	0.000345482812230092	0	0.00082421484300216	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.05	0.0511314562100536	0.0454572985072438	0.0568056139128633	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.01	0.0103644843669027	0.00775553420284868	0.0129734345309568	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.001	0.00103644843669027	0.000207546854995173	0.00186535001838538	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.0001	0.000345482812230092	0	0.00082421484300216	5789
regenie_step2.eur.p_0.3_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.05	0.052858870271204	0.0470949152495552	0.0586228252928528	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.01	0.011228191397478	0.00851389520255239	0.0139424875924036	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.001	0.00103644843669027	0.000207546854995173	0.00186535001838538	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.0001	0.000172741406115046	0	0.000511285318036047	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.05	0.0511314562100536	0.0454572985072438	0.0568056139128633	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.01	0.0143375367075488	0.0112751807028515	0.0173998927122461	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.001	0.00138193124892037	0.000424963668644532	0.0023388988291962	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.05	0.0519951632406288	0.0462758873594221	0.0577144391218355	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.01	0.0131283468647435	0.0101961734271608	0.0160605203023262	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.001	0.0019001554672655	0.000778302713462894	0.00302200822106811	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.05	0.0481948523060978	0.0426775262759705	0.053712178336225	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.01	0.0100190015546727	0.00745345471525673	0.0125845483940886	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.001	0.00138193124892037	0.000424963668644532	0.0023388988291962	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.05	0.0485403351183279	0.0430042740427251	0.0540763961939306	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.01	0.00811884608740715	0.0058071471676731	0.0104305450071412	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.001	0.00172741406115046	0.00065767687192138	0.00279715125037954	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.0001	0.000172741406115046	0	0.000511285318036047	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.05	0.0494040421489031	0.0438214805997501	0.0549866036980561	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.01	0.00846432889963724	0.00610436840386426	0.0108242893954102	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.001	0.0019001554672655	0.000778302713462894	0.00302200822106811	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.0001	0.000172741406115046	0	0.000511285318036047	5789
regenie_step2.eur.p_0.3_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.05	0.049058559336673	0.0434945406655054	0.0546225780078406	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.01	0.0107099671791328	0.008058353911977	0.0133615804462887	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.001	0.00155467265503541	0.000539743049833871	0.00256960226023695	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.05	0.0540680601140093	0.0482422726656651	0.0598938475623536	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.01	0.011400932803593	0.0086660760250925	0.0141357895820935	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.001	0.00138193124892037	0.000424963668644532	0.0023388988291962	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.05	0.0535498358956642	0.0477504468467218	0.0593492249446066	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.01	0.0115736742097081	0.00881841745929031	0.0143289309601258	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.001	0.00120918984280532	0.000313951219547245	0.0021044284660634	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.3_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.05	0.0538953187078943	0.0480783140108159	0.0597123234049726	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.01	0.0117464156158231	0.00897091596364793	0.0145219152679983	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.001	0.000863707030575229	0.000106961453521839	0.00162045260762862	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.05	0.0480221108999827	0.0425141816826895	0.053530040117276	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.01	0.00967351874244256	0.00715215367591317	0.012194883808972	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.001	0.00155467265503541	0.000539743049833871	0.00256960226023695	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.05	0.0492313007427881	0.0436580011444131	0.054804600341163	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.01	0.0100190015546727	0.00745345471525673	0.0125845483940886	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.001	0.00120918984280532	0.000313951219547245	0.0021044284660634	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_1.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.05	0.0464674382449473	0.0410449773853673	0.0518898991045273	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.01	0.00794610468129211	0.00565893138932684	0.0102332779732574	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.001	0.000863707030575229	0.000106961453521839	0.00162045260762862	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.05	0.0480221108999827	0.0425141816826895	0.053530040117276	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.01	0.00984626014855761	0.00730270437098341	0.0123898159261318	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.001	0.00120918984280532	0.000313951219547245	0.0021044284660634	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.05	0.049058559336673	0.0434945406655054	0.0546225780078406	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.01	0.0110554499913629	0.00836187866961287	0.013749021313113	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.001	0.00120918984280532	0.000313951219547245	0.0021044284660634	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_2.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.05	0.0497495249611332	0.0441484960633485	0.0553505538589179	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.01	0.0108827085852479	0.00821003024814654	0.0135553869223492	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.001	0.000345482812230092	0	0.00082421484300216	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.05	0.0480221108999827	0.0425141816826895	0.053530040117276	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.01	0.00984626014855761	0.00730270437098341	0.0123898159261318	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.001	0.00138193124892037	0.000424963668644532	0.0023388988291962	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.05	0.0487130765244429	0.0431676770182865	0.0542584760305993	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.01	0.00984626014855761	0.00730270437098341	0.0123898159261318	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.001	0.00138193124892037	0.000424963668644532	0.0023388988291962	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_3.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.05	0.0511314562100536	0.0454572985072438	0.0568056139128633	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.01	0.00915529452409743	0.00670175389999859	0.0116088351481963	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.001	0.00138193124892037	0.000424963668644532	0.0023388988291962	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	ADD.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.05	0.0459492140266022	0.040555609658055	0.0513428183951494	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.01	0.00898255311798238	0.00655205749240612	0.0114130487435586	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.001	0.000863707030575229	0.000106961453521839	0.00162045260762862	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	REC.P	0.00001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.05	0.0461219554327172	0.0407187114456161	0.0515251994198183	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.01	0.00950077733632752	0.00700180794866228	0.0119997467239928	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.001	0.000863707030575229	0.000106961453521839	0.00162045260762862	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.0001	0	0	0	5789
regenie_step2.eur.p_0.5_continuous_4.pLoF_damaging_missense.combined.regenie.tsv.gz	DOM.P	0.00001	0	0	0	5789
